Attacker,Defender,Location,Victor
Vitamancer B,Necromancer C,Necromancer Territory,Vitamancer B
Pyromancer B,Geomancer B,Geomancer Territory,Geomancer B
Necromancer B,Vitamancer A,Geomancer Territory,Necromancer B
Pyromancer A,Vitamancer B,Cryomancer Territory,Vitamancer B
Necromancer A,Geomancer B,Geomancer Territory,Geomancer B
Necromancer C,Cryomancer,Geomancer Territory,Cryomancer
Geomancer A,Pyromancer B,Necromancer Territory,Geomancer A
Vitamancer B,Necromancer A,Pyromancer Territory,Necromancer A
Pyromancer A,Geomancer B,Vitamancer Territory,Pyromancer A
Vitamancer A,Pyromancer B,Necromancer Territory,Vitamancer A
Geomancer A,Necromancer C,Pyromancer Territory,Necromancer C
Necromancer B,Cryomancer,Cryomancer Territory,Cryomancer
Vitamancer B,Pyromancer A,Pyromancer Territory,Vitamancer B
Geomancer B,Necromancer C,Necromancer Territory,Necromancer C
Geomancer A,Pyromancer B,Pyromancer Territory,Geomancer A
Necromancer B,Vitamancer A,Cryomancer Territory,Vitamancer A
Necromancer A,Cryomancer,Geomancer Territory,Necromancer A
Pyromancer B,Vitamancer B,Cryomancer Territory,Pyromancer B
Necromancer B,Geomancer B,Cryomancer Territory,Geomancer B
Necromancer C,Vitamancer A,Cryomancer Territory,Vitamancer A
Necromancer A,Cryomancer,Geomancer Territory,Cryomancer
Geomancer A,Pyromancer A,Pyromancer Territory,Pyromancer A
Cryomancer,Pyromancer A,Necromancer Territory,Cryomancer
Pyromancer B,Geomancer A,Geomancer Territory,Pyromancer B
Necromancer C,Vitamancer B,Cryomancer Territory,Vitamancer B
Necromancer B,Vitamancer A,Geomancer Territory,Vitamancer A
Necromancer A,Geomancer B,Geomancer Territory,Geomancer B
Geomancer A,Pyromancer A,Pyromancer Territory,Pyromancer A
Necromancer C,Cryomancer,Cryomancer Territory,Cryomancer
Vitamancer A,Necromancer B,Pyromancer Territory,Vitamancer A
Vitamancer B,Pyromancer B,Necromancer Territory,Vitamancer B
Geomancer B,Necromancer A,Pyromancer Territory,Necromancer A
Pyromancer A,Vitamancer A,Geomancer Territory,Pyromancer A
Geomancer A,Necromancer A,Necromancer Territory,Necromancer A
Necromancer C,Cryomancer,Geomancer Territory,Cryomancer
Vitamancer B,Pyromancer B,Pyromancer Territory,Vitamancer B
Geomancer B,Necromancer B,Necromancer Territory,Necromancer B
Pyromancer B,Vitamancer A,Geomancer Territory,Pyromancer B
Geomancer A,Pyromancer A,Pyromancer Territory,Pyromancer A
Necromancer A,Geomancer B,Cryomancer Territory,Geomancer B
Necromancer B,Cryomancer,Vitamancer Territory,Cryomancer
Necromancer C,Vitamancer B,Vitamancer Territory,Vitamancer B
Geomancer B,Pyromancer B,Pyromancer Territory,Pyromancer B
Geomancer A,Necromancer C,Necromancer Territory,Necromancer C
Vitamancer B,Necromancer A,Pyromancer Territory,Necromancer A
Pyromancer A,Cryomancer,Cryomancer Territory,Pyromancer A
Vitamancer A,Necromancer B,Pyromancer Territory,Vitamancer A
Necromancer A,Geomancer A,Vitamancer Territory,Geomancer A
Pyromancer A,Vitamancer B,Geomancer Territory,Pyromancer A
Necromancer C,Cryomancer,Vitamancer Territory,Cryomancer
Necromancer B,Vitamancer A,Cryomancer Territory,Vitamancer A
Pyromancer B,Geomancer B,Vitamancer Territory,Pyromancer B
Vitamancer B,Necromancer B,Pyromancer Territory,Vitamancer B
Necromancer C,Geomancer B,Cryomancer Territory,Geomancer B
Vitamancer A,Necromancer A,Pyromancer Territory,Vitamancer A
Pyromancer A,Cryomancer,Cryomancer Territory,Cryomancer
Pyromancer B,Geomancer A,Cryomancer Territory,Geomancer A
Geomancer A,Necromancer B,Necromancer Territory,Necromancer B
Vitamancer A,Necromancer A,Pyromancer Territory,Necromancer A
Vitamancer B,Pyromancer A,Pyromancer Territory,Vitamancer B
Pyromancer B,Cryomancer,Geomancer Territory,Pyromancer B
Necromancer C,Geomancer B,Vitamancer Territory,Geomancer B
Necromancer C,Vitamancer B,Cryomancer Territory,Vitamancer B
Pyromancer B,Geomancer B,Geomancer Territory,Pyromancer B
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Necromancer A,Geomancer A,Geomancer Territory,Geomancer A
Cryomancer,Necromancer B,Pyromancer Territory,Cryomancer
Pyromancer A,Geomancer B,Vitamancer Territory,Pyromancer A
Necromancer A,Geomancer A,Cryomancer Territory,Geomancer A
Cryomancer,Necromancer C,Pyromancer Territory,Cryomancer
Necromancer B,Vitamancer A,Geomancer Territory,Vitamancer A
Pyromancer B,Vitamancer B,Cryomancer Territory,Pyromancer B
Geomancer B,Pyromancer A,Necromancer Territory,Pyromancer A
Geomancer A,Necromancer C,Pyromancer Territory,Geomancer A
Pyromancer B,Vitamancer B,Cryomancer Territory,Pyromancer B
Cryomancer,Necromancer B,Necromancer Territory,Necromancer B
Vitamancer A,Necromancer A,Pyromancer Territory,Necromancer A
Necromancer A,Geomancer B,Vitamancer Territory,Necromancer A
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Vitamancer B,Necromancer C,Pyromancer Territory,Vitamancer B
Geomancer A,Necromancer B,Pyromancer Territory,Necromancer B
Pyromancer B,Cryomancer,Geomancer Territory,Pyromancer B
Geomancer B,Necromancer C,Pyromancer Territory,Necromancer C
Geomancer A,Necromancer B,Pyromancer Territory,Geomancer A
Vitamancer B,Necromancer A,Necromancer Territory,Necromancer A
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Cryomancer,Pyromancer B,Pyromancer Territory,Cryomancer
Cryomancer,Necromancer C,Necromancer Territory,Cryomancer
Vitamancer B,Necromancer B,Pyromancer Territory,Vitamancer B
Geomancer A,Pyromancer A,Necromancer Territory,Geomancer A
Pyromancer B,Geomancer B,Cryomancer Territory,Geomancer B
Vitamancer A,Necromancer A,Necromancer Territory,Necromancer A
Necromancer C,Geomancer B,Cryomancer Territory,Geomancer B
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Pyromancer B,Vitamancer B,Geomancer Territory,Pyromancer B
Necromancer A,Geomancer A,Cryomancer Territory,Geomancer A
Necromancer B,Cryomancer,Geomancer Territory,Cryomancer
Pyromancer B,Geomancer B,Cryomancer Territory,Pyromancer B
Geomancer A,Necromancer B,Pyromancer Territory,Necromancer B
Necromancer A,Vitamancer B,Cryomancer Territory,Necromancer A
Necromancer C,Vitamancer A,Cryomancer Territory,Vitamancer A
Cryomancer,Pyromancer A,Pyromancer Territory,Cryomancer
Geomancer A,Necromancer B,Pyromancer Territory,Geomancer A
Cryomancer,Necromancer A,Necromancer Territory,Cryomancer
Pyromancer A,Vitamancer B,Geomancer Territory,Pyromancer A
Geomancer B,Necromancer C,Pyromancer Territory,Necromancer C
Vitamancer A,Pyromancer B,Necromancer Territory,Vitamancer A
Necromancer C,Geomancer B,Geomancer Territory,Geomancer B
Vitamancer A,Pyromancer A,Pyromancer Territory,Pyromancer A
Necromancer A,Geomancer A,Cryomancer Territory,Geomancer A
Vitamancer B,Pyromancer B,Necromancer Territory,Vitamancer B
Cryomancer,Necromancer B,Pyromancer Territory,Cryomancer
Geomancer A,Necromancer C,Necromancer Territory,Necromancer C
Pyromancer A,Vitamancer B,Cryomancer Territory,Pyromancer A
Geomancer B,Pyromancer B,Pyromancer Territory,Pyromancer B
Cryomancer,Necromancer B,Pyromancer Territory,Cryomancer
Vitamancer A,Necromancer A,Pyromancer Territory,Necromancer A
Necromancer A,Cryomancer,Cryomancer Territory,Necromancer A
Geomancer B,Pyromancer A,Pyromancer Territory,Pyromancer A
Necromancer B,Vitamancer A,Vitamancer Territory,Vitamancer A
Geomancer A,Pyromancer B,Pyromancer Territory,Pyromancer B
Necromancer C,Vitamancer B,Vitamancer Territory,Vitamancer B
Necromancer C,Cryomancer,Cryomancer Territory,Cryomancer
Vitamancer B,Necromancer B,Necromancer Territory,Necromancer B
Geomancer B,Pyromancer B,Pyromancer Territory,Pyromancer B
Pyromancer A,Geomancer A,Vitamancer Territory,Pyromancer A
Necromancer A,Vitamancer A,Vitamancer Territory,Vitamancer A
Vitamancer A,Pyromancer B,Pyromancer Territory,Vitamancer A
Cryomancer,Necromancer A,Necromancer Territory,Necromancer A
Pyromancer A,Vitamancer B,Geomancer Territory,Vitamancer B
Geomancer B,Necromancer B,Necromancer Territory,Necromancer B
Geomancer A,Necromancer C,Necromancer Territory,Necromancer C
Necromancer A,Geomancer B,Vitamancer Territory,Geomancer B
Pyromancer A,Geomancer A,Cryomancer Territory,Geomancer A
Necromancer C,Vitamancer A,Vitamancer Territory,Vitamancer A
Necromancer B,Cryomancer,Geomancer Territory,Cryomancer
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Pyromancer B,Vitamancer A,Geomancer Territory,Pyromancer B
Necromancer A,Cryomancer,Geomancer Territory,Cryomancer
Necromancer B,Vitamancer B,Cryomancer Territory,Vitamancer B
Pyromancer A,Geomancer A,Vitamancer Territory,Geomancer A
Geomancer B,Necromancer C,Pyromancer Territory,Necromancer C
Vitamancer B,Necromancer C,Pyromancer Territory,Vitamancer B
Necromancer B,Cryomancer,Vitamancer Territory,Necromancer B
Vitamancer A,Pyromancer A,Necromancer Territory,Vitamancer A
Geomancer B,Necromancer A,Pyromancer Territory,Necromancer A
Pyromancer B,Geomancer A,Vitamancer Territory,Geomancer A
Pyromancer B,Geomancer B,Geomancer Territory,Pyromancer B
Vitamancer B,Necromancer A,Pyromancer Territory,Vitamancer B
Geomancer A,Pyromancer A,Necromancer Territory,Geomancer A
Vitamancer A,Necromancer C,Necromancer Territory,Vitamancer A
Necromancer B,Cryomancer,Cryomancer Territory,Cryomancer
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Cryomancer,Necromancer B,Pyromancer Territory,Cryomancer
Necromancer A,Vitamancer A,Vitamancer Territory,Vitamancer A
Geomancer B,Pyromancer B,Necromancer Territory,Pyromancer B
Geomancer A,Necromancer C,Necromancer Territory,Geomancer A
Necromancer C,Vitamancer B,Cryomancer Territory,Vitamancer B
Pyromancer A,Vitamancer A,Geomancer Territory,Pyromancer A
Geomancer A,Pyromancer B,Pyromancer Territory,Pyromancer B
Cryomancer,Necromancer B,Necromancer Territory,Necromancer B
Geomancer B,Necromancer A,Pyromancer Territory,Necromancer A
Necromancer C,Geomancer A,Cryomancer Territory,Geomancer A
Cryomancer,Pyromancer A,Pyromancer Territory,Cryomancer
Pyromancer B,Vitamancer B,Cryomancer Territory,Pyromancer B
Geomancer B,Necromancer B,Pyromancer Territory,Necromancer B
Vitamancer A,Necromancer A,Necromancer Territory,Necromancer A
Geomancer B,Necromancer A,Necromancer Territory,Necromancer A
Necromancer C,Vitamancer A,Vitamancer Territory,Vitamancer A
Vitamancer B,Pyromancer A,Necromancer Territory,Vitamancer B
Pyromancer B,Geomancer A,Vitamancer Territory,Pyromancer B
Cryomancer,Necromancer B,Pyromancer Territory,Cryomancer
Vitamancer A,Necromancer B,Pyromancer Territory,Necromancer B
Pyromancer A,Geomancer B,Cryomancer Territory,Pyromancer A
Cryomancer,Necromancer A,Necromancer Territory,Cryomancer
Necromancer C,Vitamancer B,Cryomancer Territory,Vitamancer B
Pyromancer B,Geomancer A,Geomancer Territory,Geomancer A
Geomancer B,Necromancer B,Necromancer Territory,Necromancer B
Geomancer A,Pyromancer B,Necromancer Territory,Pyromancer B
Necromancer C,Vitamancer B,Cryomancer Territory,Vitamancer B
Cryomancer,Necromancer A,Pyromancer Territory,Necromancer A
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Vitamancer B,Necromancer A,Pyromancer Territory,Vitamancer B
Cryomancer,Necromancer C,Necromancer Territory,Necromancer C
Pyromancer B,Geomancer A,Geomancer Territory,Pyromancer B
Geomancer B,Pyromancer A,Necromancer Territory,Pyromancer A
Vitamancer A,Necromancer B,Necromancer Territory,Vitamancer A
Necromancer C,Vitamancer B,Vitamancer Territory,Vitamancer B
Vitamancer A,Necromancer A,Necromancer Territory,Necromancer A
Cryomancer,Pyromancer A,Pyromancer Territory,Cryomancer
Geomancer A,Necromancer B,Necromancer Territory,Necromancer B
Geomancer B,Pyromancer B,Pyromancer Territory,Pyromancer B
Pyromancer B,Geomancer B,Cryomancer Territory,Pyromancer B
Necromancer A,Cryomancer,Geomancer Territory,Necromancer A
Pyromancer A,Geomancer A,Cryomancer Territory,Geomancer A
Vitamancer B,Necromancer C,Pyromancer Territory,Vitamancer B
Necromancer B,Vitamancer A,Vitamancer Territory,Vitamancer A
Necromancer A,Vitamancer A,Vitamancer Territory,Vitamancer A
Geomancer A,Necromancer C,Pyromancer Territory,Geomancer A
Cryomancer,Necromancer B,Pyromancer Territory,Cryomancer
Pyromancer A,Geomancer B,Vitamancer Territory,Pyromancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Pyromancer B
Geomancer B,Necromancer B,Necromancer Territory,Necromancer B
Vitamancer B,Pyromancer A,Pyromancer Territory,Vitamancer B
Vitamancer A,Pyromancer B,Pyromancer Territory,Pyromancer B
Cryomancer,Necromancer C,Necromancer Territory,Cryomancer
Geomancer A,Necromancer A,Necromancer Territory,Necromancer A
Necromancer B,Vitamancer A,Geomancer Territory,Vitamancer A
Necromancer A,Vitamancer B,Cryomancer Territory,Vitamancer B
Necromancer C,Cryomancer,Vitamancer Territory,Cryomancer
Geomancer A,Pyromancer A,Pyromancer Territory,Pyromancer A
Pyromancer B,Geomancer B,Geomancer Territory,Pyromancer B
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Cryomancer,Necromancer A,Pyromancer Territory,Cryomancer
Geomancer B,Pyromancer B,Pyromancer Territory,Pyromancer B
Necromancer B,Vitamancer B,Vitamancer Territory,Necromancer B
Necromancer C,Geomancer A,Vitamancer Territory,Geomancer A
Necromancer B,Cryomancer,Vitamancer Territory,Cryomancer
Vitamancer B,Necromancer C,Pyromancer Territory,Vitamancer B
Geomancer B,Pyromancer B,Necromancer Territory,Geomancer B
Necromancer A,Vitamancer A,Cryomancer Territory,Necromancer A
Geomancer A,Pyromancer A,Pyromancer Territory,Geomancer A
Necromancer C,Geomancer B,Geomancer Territory,Geomancer B
Cryomancer,Pyromancer A,Necromancer Territory,Cryomancer
Pyromancer B,Vitamancer B,Geomancer Territory,Pyromancer B
Geomancer A,Necromancer B,Pyromancer Territory,Geomancer A
Necromancer A,Vitamancer A,Geomancer Territory,Vitamancer A
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Vitamancer A,Necromancer C,Necromancer Territory,Vitamancer A
Necromancer B,Geomancer B,Cryomancer Territory,Geomancer B
Geomancer A,Necromancer A,Necromancer Territory,Necromancer A
Pyromancer A,Cryomancer,Vitamancer Territory,Pyromancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Vitamancer B
Necromancer A,Geomancer A,Vitamancer Territory,Geomancer A
Necromancer C,Vitamancer A,Cryomancer Territory,Vitamancer A
Geomancer B,Pyromancer A,Pyromancer Territory,Geomancer B
Cryomancer,Necromancer B,Pyromancer Territory,Cryomancer
Necromancer B,Vitamancer B,Vitamancer Territory,Vitamancer B
Necromancer A,Geomancer A,Cryomancer Territory,Geomancer A
Cryomancer,Necromancer C,Pyromancer Territory,Cryomancer
Pyromancer B,Geomancer B,Vitamancer Territory,Geomancer B
Pyromancer A,Vitamancer A,Cryomancer Territory,Pyromancer A
Pyromancer A,Cryomancer,Vitamancer Territory,Cryomancer
Vitamancer B,Necromancer C,Necromancer Territory,Vitamancer B
Necromancer B,Geomancer B,Geomancer Territory,Geomancer B
Geomancer A,Necromancer A,Pyromancer Territory,Necromancer A
Vitamancer A,Pyromancer B,Necromancer Territory,Vitamancer A
Necromancer B,Vitamancer A,Vitamancer Territory,Vitamancer A
Vitamancer B,Necromancer C,Necromancer Territory,Vitamancer B
Necromancer A,Geomancer B,Vitamancer Territory,Necromancer A
Pyromancer B,Cryomancer,Cryomancer Territory,Cryomancer
Geomancer A,Pyromancer A,Necromancer Territory,Geomancer A
Pyromancer A,Geomancer B,Vitamancer Territory,Pyromancer A
Necromancer A,Vitamancer A,Cryomancer Territory,Necromancer A
Pyromancer B,Vitamancer B,Geomancer Territory,Pyromancer B
Cryomancer,Necromancer C,Pyromancer Territory,Cryomancer
Necromancer B,Geomancer A,Geomancer Territory,Geomancer A
Vitamancer B,Necromancer C,Pyromancer Territory,Necromancer C
Cryomancer,Necromancer A,Pyromancer Territory,Cryomancer
Pyromancer A,Vitamancer A,Vitamancer Territory,Pyromancer A
Necromancer B,Geomancer A,Geomancer Territory,Geomancer A
Pyromancer B,Geomancer B,Vitamancer Territory,Pyromancer B
Necromancer A,Geomancer A,Cryomancer Territory,Geomancer A
Necromancer B,Vitamancer B,Geomancer Territory,Vitamancer B
Pyromancer A,Cryomancer,Cryomancer Territory,Pyromancer A
Pyromancer B,Geomancer B,Vitamancer Territory,Pyromancer B
Necromancer C,Vitamancer A,Geomancer Territory,Vitamancer A
Necromancer C,Geomancer B,Cryomancer Territory,Geomancer B
Necromancer A,Vitamancer B,Cryomancer Territory,Vitamancer B
Geomancer A,Necromancer B,Pyromancer Territory,Necromancer B
Pyromancer A,Cryomancer,Cryomancer Territory,Cryomancer
Pyromancer B,Vitamancer A,Vitamancer Territory,Pyromancer B
Pyromancer B,Geomancer A,Vitamancer Territory,Pyromancer B
Vitamancer B,Pyromancer A,Necromancer Territory,Vitamancer B
Geomancer B,Necromancer B,Pyromancer Territory,Necromancer B
Cryomancer,Necromancer C,Necromancer Territory,Cryomancer
Vitamancer A,Necromancer A,Pyromancer Territory,Necromancer A
Necromancer A,Geomancer B,Cryomancer Territory,Geomancer B
Pyromancer A,Geomancer A,Cryomancer Territory,Pyromancer A
Necromancer B,Vitamancer B,Cryomancer Territory,Vitamancer B
Necromancer C,Cryomancer,Vitamancer Territory,Cryomancer
Pyromancer B,Vitamancer A,Cryomancer Territory,Pyromancer B
Vitamancer A,Necromancer B,Pyromancer Territory,Necromancer B
Vitamancer B,Pyromancer A,Pyromancer Territory,Vitamancer B
Necromancer A,Geomancer B,Cryomancer Territory,Necromancer A
Geomancer A,Necromancer C,Pyromancer Territory,Necromancer C
Pyromancer B,Cryomancer,Vitamancer Territory,Pyromancer B
Necromancer C,Geomancer B,Geomancer Territory,Geomancer B
Necromancer B,Vitamancer B,Cryomancer Territory,Vitamancer B
Cryomancer,Pyromancer B,Necromancer Territory,Cryomancer
Pyromancer A,Geomancer A,Geomancer Territory,Pyromancer A
Necromancer A,Vitamancer A,Vitamancer Territory,Vitamancer A
Geomancer A,Pyromancer B,Necromancer Territory,Pyromancer B
Vitamancer A,Pyromancer A,Necromancer Territory,Vitamancer A
Vitamancer B,Necromancer B,Pyromancer Territory,Vitamancer B
Necromancer C,Geomancer B,Vitamancer Territory,Geomancer B
Cryomancer,Necromancer A,Necromancer Territory,Necromancer A
Cryomancer,Pyromancer B,Pyromancer Territory,Cryomancer
Necromancer B,Vitamancer A,Geomancer Territory,Vitamancer A
Vitamancer B,Necromancer A,Pyromancer Territory,Necromancer A
Necromancer C,Geomancer A,Vitamancer Territory,Geomancer A
Geomancer B,Pyromancer A,Necromancer Territory,Pyromancer A
Vitamancer A,Necromancer A,Pyromancer Territory,Necromancer A
Necromancer C,Geomancer A,Vitamancer Territory,Geomancer A
Necromancer B,Cryomancer,Geomancer Territory,Cryomancer
Vitamancer B,Pyromancer A,Pyromancer Territory,Vitamancer B
Geomancer B,Pyromancer B,Pyromancer Territory,Pyromancer B
Necromancer C,Vitamancer B,Geomancer Territory,Vitamancer B
Necromancer A,Cryomancer,Geomancer Territory,Necromancer A
Necromancer B,Geomancer B,Vitamancer Territory,Geomancer B
Pyromancer B,Geomancer A,Vitamancer Territory,Geomancer A
Pyromancer A,Vitamancer A,Geomancer Territory,Pyromancer A
Geomancer A,Pyromancer B,Pyromancer Territory,Pyromancer B
Pyromancer A,Geomancer B,Geomancer Territory,Pyromancer A
Necromancer A,Vitamancer A,Geomancer Territory,Vitamancer A
Cryomancer,Necromancer C,Necromancer Territory,Cryomancer
Vitamancer B,Necromancer B,Pyromancer Territory,Vitamancer B
Necromancer A,Geomancer B,Geomancer Territory,Geomancer B
Cryomancer,Pyromancer A,Pyromancer Territory,Cryomancer
Geomancer A,Necromancer C,Necromancer Territory,Geomancer A
Necromancer B,Vitamancer A,Vitamancer Territory,Vitamancer A
Vitamancer B,Pyromancer B,Necromancer Territory,Vitamancer B
Necromancer C,Vitamancer B,Cryomancer Territory,Vitamancer B
Pyromancer B,Vitamancer A,Geomancer Territory,Pyromancer B
Pyromancer A,Geomancer B,Vitamancer Territory,Geomancer B
Necromancer A,Cryomancer,Vitamancer Territory,Cryomancer
Necromancer B,Geomancer A,Vitamancer Territory,Geomancer A
Pyromancer B,Cryomancer,Cryomancer Territory,Pyromancer B
Pyromancer A,Vitamancer B,Cryomancer Territory,Pyromancer A
Necromancer C,Vitamancer A,Cryomancer Territory,Vitamancer A
Necromancer A,Geomancer A,Cryomancer Territory,Geomancer A
Necromancer B,Geomancer B,Vitamancer Territory,Geomancer B
Necromancer B,Geomancer A,Cryomancer Territory,Geomancer A
Cryomancer,Pyromancer B,Necromancer Territory,Cryomancer
Geomancer B,Necromancer A,Pyromancer Territory,Necromancer A
Vitamancer B,Pyromancer A,Pyromancer Territory,Vitamancer B
Vitamancer A,Necromancer C,Necromancer Territory,Vitamancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Vitamancer B
Necromancer B,Vitamancer A,Vitamancer Territory,Necromancer B
Geomancer B,Necromancer C,Necromancer Territory,Necromancer C
Geomancer A,Pyromancer A,Pyromancer Territory,Geomancer A
Cryomancer,Necromancer A,Pyromancer Territory,Cryomancer
Necromancer B,Vitamancer B,Geomancer Territory,Vitamancer B
Geomancer A,Necromancer C,Pyromancer Territory,Geomancer A
Cryomancer,Pyromancer A,Necromancer Territory,Cryomancer
Vitamancer A,Necromancer A,Pyromancer Territory,Necromancer A
Pyromancer B,Geomancer B,Geomancer Territory,Pyromancer B
Cryomancer,Necromancer C,Pyromancer Territory,Cryomancer
Necromancer A,Vitamancer A,Geomancer Territory,Necromancer A
Pyromancer B,Geomancer B,Geomancer Territory,Pyromancer B
Vitamancer B,Pyromancer A,Pyromancer Territory,Vitamancer B
Necromancer B,Geomancer A,Vitamancer Territory,Geomancer A
Pyromancer B,Geomancer B,Cryomancer Territory,Pyromancer B
Vitamancer B,Pyromancer A,Pyromancer Territory,Vitamancer B
Cryomancer,Necromancer B,Pyromancer Territory,Cryomancer
Necromancer C,Vitamancer A,Cryomancer Territory,Vitamancer A
Necromancer A,Geomancer A,Geomancer Territory,Geomancer A
Geomancer A,Pyromancer A,Pyromancer Territory,Geomancer A
Vitamancer A,Necromancer A,Pyromancer Territory,Necromancer A
Necromancer B,Vitamancer B,Geomancer Territory,Vitamancer B
Pyromancer B,Geomancer B,Cryomancer Territory,Geomancer B
Cryomancer,Necromancer C,Pyromancer Territory,Necromancer C
Vitamancer B,Necromancer C,Pyromancer Territory,Vitamancer B
Necromancer B,Geomancer B,Geomancer Territory,Necromancer B
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Pyromancer B,Geomancer A,Geomancer Territory,Geomancer A
Cryomancer,Necromancer A,Necromancer Territory,Necromancer A
Geomancer A,Pyromancer B,Pyromancer Territory,Pyromancer B
Geomancer B,Necromancer C,Pyromancer Territory,Necromancer C
Necromancer B,Vitamancer B,Geomancer Territory,Vitamancer B
Vitamancer A,Necromancer A,Pyromancer Territory,Necromancer A
Cryomancer,Pyromancer A,Necromancer Territory,Cryomancer
Pyromancer A,Vitamancer B,Cryomancer Territory,Pyromancer A
Geomancer A,Pyromancer B,Pyromancer Territory,Pyromancer B
Vitamancer A,Necromancer B,Necromancer Territory,Vitamancer A
Cryomancer,Necromancer C,Pyromancer Territory,Cryomancer
Geomancer B,Necromancer A,Pyromancer Territory,Necromancer A
Geomancer B,Pyromancer A,Pyromancer Territory,Pyromancer A
Necromancer B,Geomancer A,Geomancer Territory,Geomancer A
Necromancer C,Vitamancer A,Geomancer Territory,Vitamancer A
Pyromancer B,Vitamancer B,Geomancer Territory,Pyromancer B
Necromancer A,Cryomancer,Cryomancer Territory,Necromancer A
Pyromancer A,Geomancer A,Vitamancer Territory,Pyromancer A
Cryomancer,Pyromancer B,Pyromancer Territory,Cryomancer
Vitamancer A,Necromancer C,Necromancer Territory,Vitamancer A
Geomancer B,Necromancer A,Pyromancer Territory,Necromancer A
Vitamancer B,Necromancer B,Necromancer Territory,Necromancer B
Vitamancer A,Necromancer C,Pyromancer Territory,Vitamancer A
Cryomancer,Necromancer A,Pyromancer Territory,Cryomancer
Vitamancer B,Necromancer B,Necromancer Territory,Vitamancer B
Geomancer A,Pyromancer B,Pyromancer Territory,Pyromancer B
Geomancer B,Pyromancer A,Pyromancer Territory,Pyromancer A
Pyromancer A,Vitamancer B,Geomancer Territory,Pyromancer A
Geomancer B,Necromancer B,Pyromancer Territory,Necromancer B
Necromancer A,Cryomancer,Geomancer Territory,Cryomancer
Geomancer A,Pyromancer B,Necromancer Territory,Pyromancer B
Vitamancer A,Necromancer C,Pyromancer Territory,Vitamancer A
Pyromancer B,Cryomancer,Vitamancer Territory,Pyromancer B
Vitamancer B,Necromancer C,Pyromancer Territory,Vitamancer B
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Necromancer B,Geomancer B,Cryomancer Territory,Geomancer B
Geomancer A,Necromancer A,Necromancer Territory,Necromancer A
Geomancer B,Necromancer B,Pyromancer Territory,Necromancer B
Pyromancer B,Cryomancer,Cryomancer Territory,Pyromancer B
Vitamancer B,Necromancer A,Pyromancer Territory,Necromancer A
Pyromancer A,Geomancer A,Vitamancer Territory,Pyromancer A
Vitamancer A,Necromancer C,Pyromancer Territory,Vitamancer A
Vitamancer A,Pyromancer B,Necromancer Territory,Vitamancer A
Necromancer C,Geomancer B,Geomancer Territory,Geomancer B
Geomancer A,Necromancer B,Pyromancer Territory,Necromancer B
Cryomancer,Pyromancer A,Pyromancer Territory,Cryomancer
Vitamancer B,Necromancer A,Pyromancer Territory,Vitamancer B
Geomancer B,Necromancer A,Pyromancer Territory,Necromancer A
Necromancer B,Cryomancer,Vitamancer Territory,Cryomancer
Vitamancer B,Pyromancer A,Pyromancer Territory,Vitamancer B
Vitamancer A,Pyromancer B,Pyromancer Territory,Vitamancer A
Geomancer A,Necromancer C,Necromancer Territory,Geomancer A
Geomancer B,Pyromancer A,Pyromancer Territory,Pyromancer A
Necromancer B,Vitamancer B,Cryomancer Territory,Vitamancer B
Geomancer A,Necromancer A,Pyromancer Territory,Necromancer A
Cryomancer,Necromancer C,Necromancer Territory,Cryomancer
Pyromancer B,Vitamancer A,Cryomancer Territory,Pyromancer B
Pyromancer B,Vitamancer B,Cryomancer Territory,Pyromancer B
Pyromancer A,Geomancer B,Cryomancer Territory,Geomancer B
Vitamancer A,Necromancer C,Pyromancer Territory,Vitamancer A
Necromancer B,Cryomancer,Vitamancer Territory,Cryomancer
Geomancer A,Necromancer A,Necromancer Territory,Necromancer A
Pyromancer B,Vitamancer A,Vitamancer Territory,Pyromancer B
Necromancer C,Geomancer B,Vitamancer Territory,Geomancer B
Necromancer A,Vitamancer B,Vitamancer Territory,Vitamancer B
Geomancer A,Necromancer B,Necromancer Territory,Necromancer B
Cryomancer,Pyromancer A,Necromancer Territory,Cryomancer
Vitamancer A,Pyromancer B,Necromancer Territory,Pyromancer B
Necromancer B,Vitamancer B,Vitamancer Territory,Vitamancer B
Necromancer C,Geomancer B,Cryomancer Territory,Necromancer C
Pyromancer A,Geomancer A,Cryomancer Territory,Geomancer A
Cryomancer,Necromancer A,Pyromancer Territory,Necromancer A
